frame,tid,cx,cy,yaw,hit,speed,moving,score,length
42,26,39.065219,-12.436171,-6.885905,1,5.223282,1,17.000000,0.549833
42,27,-20.936429,-4.055381,-3.976336,1,2.301214,0,13.000000,2.236643
42,29,27.341547,-26.197958,-1.570796,0,0.153716,0,1.000000,0.000000
43,2,14.769113,30.335499,-6.873249,1,0.068125,0,5.000000,0.820610
43,3,31.020709,-28.301045,-8.045555,1,0.347313,0,3.000000,0.297445
43,7,40.097812,-9.474726,-7.795492,1,0.266404,0,26.000000,3.300188
43,20,23.539888,8.464726,-2.811865,1,11.427156,1,13.000000,0.607962
43,29,27.387272,-27.195276,-1.570796,1,2.417462,0,1.000000,0.000000
43,22,10.567239,27.702786,-2.082277,0,0.368855,0,2.000000,0.091937
43,27,-20.706667,-4.068222,-3.976336,0,2.301214,0,13.000000,2.236643
44,2,14.787073,30.485577,-6.410110,1,0.122033,0,5.000000,1.756315
44,3,31.036203,-28.400765,-1.570796,1,0.196351,0,2.000000,2.109711
44,7,40.301015,-10.609211,-6.708912,1,3.081715,0,15.000000,1.226379
44,20,22.319602,8.317326,-2.802435,1,11.526892,1,16.000000,0.729325
44,22,10.556358,27.703880,-1.570796,1,0.339231,0,1.000000,0.091937
44,27,-19.859176,-4.179482,-3.584709,1,3.635506,1,6.000000,0.500753
44,29,27.408688,-27.666479,-1.570796,1,2.972116,0,1.000000,0.000000
45,2,14.817022,30.489784,-6.942761,1,0.128646,0,2.000000,0.106270
45,3,31.040801,-28.528759,-7.619676,1,0.048322,0,6.000000,2.053116
45,7,40.477797,-10.008230,-0.827319,1,1.738767,0,17.000000,0.427151
45,20,21.091442,8.204623,-3.194265,1,11.618779,1,17.000000,0.690998
45,27,-19.217302,-4.236299,-4.072672,1,4.168392,1,6.000000,0.875517
45,29,27.300768,-27.892783,-1.570796,1,2.803472,1,1.000000,0.000000
45,22,10.528843,27.723722,-1.570796,0,0.339231,0,1.000000,0.091937
46,2,14.816420,30.536064,-6.415002,1,0.159155,0,8.000000,1.310484
46,3,31.048970,-28.549949,-7.726486,1,0.027480,0,8.000000,2.774971
46,7,40.823544,-9.857752,-0.841365,1,1.266148,0,16.000000,0.544722
46,20,19.864737,8.082526,-3.050082,1,11.699031,1,19.000000,0.533275
46,29,27.332055,-28.057717,-1.570796,1,2.551321,1,1.000000,0.000000
46,22,10.501328,27.743564,-1.570796,0,0.339231,0,1.000000,0.091937
46,27,-18.802222,-4.274551,-4.072672,0,4.168392,1,6.000000,0.875517
47,2,14.853568,30.622515,-6.283185,1,0.246596,0,1.000000,1.310484
47,3,31.016420,-28.430214,-7.832334,1,0.145843,0,3.000000,0.182991
47,7,40.449861,-9.551939,-0.864967,1,0.776449,0,14.000000,1.168045
47,29,27.358516,-28.155524,-1.570796,1,2.237961,1,1.000000,0.000000
47,32,39.143784,10.084297,-2.811753,1,0.000000,0,9.000000,0.864331
47,22,10.473812,27.763405,-1.570796,0,0.339231,0,1.000000,0.091937
47,27,-18.387141,-4.312803,-4.072672,0,4.168392,1,6.000000,0.875517
48,2,14.824744,30.555362,-5.559215,1,0.137330,0,5.000000,0.478106
48,3,31.026948,-28.495036,-7.719267,1,0.062016,0,2.000000,1.820967
48,7,40.316402,-9.420965,-0.901497,1,0.587746,0,17.000000,1.321735
48,22,10.607603,27.670361,-7.294913,1,0.157813,0,2.000000,0.557714
48,27,-18.228223,-4.403485,-4.712389,1,3.825956,1,1.000000,0.875517
48,32,38.457103,9.961829,-2.633296,1,0.577158,0,7.000000,0.996197
48,33,12.376960,34.272388,-1.570796,1,0.000000,0,1.000000,0.000000
48,29,27.362933,-28.379277,-1.570796,0,2.237961,1,1.000000,0.000000
49,2,14.817725,30.534643,-5.125438,1,0.097669,0,5.000000,0.965084
49,3,31.007047,-28.368316,-1.570796,1,0.191365,0,1.000000,1.820967
49,7,40.279669,-9.301984,-0.904968,1,0.694181,0,15.000000,1.205534
49,27,-17.882316,-4.236787,-4.718008,1,3.760265,1,19.000000,0.919799
49,32,37.689007,9.900243,-3.186014,1,2.105185,0,6.000000,0.981344
49,33,12.388264,34.303697,-1.570796,1,0.027543,0,1.000000,0.000000
49,34,24.765024,-38.854252,-0.789600,1,0.000000,0,3.000000,0.289294
49,22,10.594954,27.679798,-7.294913,0,0.157813,0,2.000000,0.557714
49,29,27.367351,-28.603029,-1.570796,0,2.237961,1,1.000000,0.000000
50,2,14.805105,30.497990,-5.140132,1,0.043987,0,4.000000,0.535904
50,3,31.011816,-28.434289,-7.748412,1,0.100000,0,2.000000,1.757275
50,7,40.203156,-9.246846,-0.909647,1,0.657905,0,15.000000,1.127743
50,22,10.708847,27.705457,-1.570796,1,0.109694,0,1.000000,0.557714
50,29,27.377838,-28.336345,-1.570796,1,1.525575,1,1.000000,0.000000
50,32,36.738515,9.805432,-2.959978,1,4.166371,0,3.000000,1.022909
50,27,-17.506746,-4.255299,-4.718008,0,3.760265,1,19.000000,0.919799
50,34,24.765024,-38.854252,-0.789600,0,0.000000,0,3.000000,0.289294
51,2,14.846198,30.427573,-4.496331,1,0.080438,0,3.000000,2.125376
51,7,40.188936,-9.199812,-0.850700,1,0.618461,0,21.000000,1.197836
51,27,-17.040090,-4.160984,-4.616667,1,3.858818,1,37.000000,0.830063
51,32,35.589763,9.563902,-2.977038,1,6.238195,1,2.000000,0.110566
51,35,27.879473,-31.622646,-1.570796,1,0.000000,0,3.000000,9.476480
51,3,31.007045,-28.425501,-7.748412,0,0.100000,0,2.000000,1.757275
51,22,10.707366,27.716326,-1.570796,0,0.109694,0,1.000000,0.557714
51,29,27.383138,-28.488811,-1.570796,0,1.525575,1,1.000000,0.000000
51,34,24.765024,-38.854252,-0.789600,0,0.000000,0,3.000000,0.289294
52,2,14.799415,30.360502,-4.416173,1,0.115405,0,3.000000,0.285866
52,3,31.052585,-28.630521,-7.667900,1,0.146198,0,4.000000,2.079304
52,7,40.150213,-9.172900,-0.923644,1,0.563104,0,18.000000,1.350546
52,22,10.682866,27.770268,-1.570796,1,0.150447,0,1.000000,0.557714
52,29,27.317097,-27.831854,-7.714220,1,0.533789,0,2.000000,1.918859
52,32,34.360488,9.290628,-3.141593,1,7.826912,1,1.000000,0.110566
52,34,24.629063,-37.519071,-1.174811,1,2.011463,0,2.000000,0.277798
52,35,27.879473,-31.622646,-1.570796,0,0.000000,0,3.000000,9.476480
53,2,14.782724,30.320357,-3.899779,1,0.147701,0,4.000000,0.533529
53,3,31.023870,-28.486054,-6.940823,1,0.035727,0,2.000000,0.128262
53,7,40.137560,-9.142434,-0.966694,1,0.518696,0,16.000000,1.245386
53,22,10.637727,27.722302,-1.570796,1,0.115843,0,1.000000,0.557714
53,32,33.018182,9.217488,-2.968461,1,9.067798,1,5.000000,0.310507
53,35,26.428351,-33.334981,-1.454666,1,2.981692,0,4.000000,8.195959
53,29,27.313654,-27.885121,-7.714220,0,0.533789,0,2.000000,1.918859
53,34,24.608686,-37.318960,-1.174811,0,2.011463,0,2.000000,0.277798
54,2,14.762925,30.292636,-3.858266,1,0.165075,0,5.000000,0.555130
54,3,31.068772,-28.651390,-7.687070,1,0.156916,0,4.000000,1.995903
54,7,40.100942,-9.155991,-0.866643,1,0.431765,0,18.000000,1.275414
54,29,27.310539,-27.883167,-1.570796,1,0.474100,0,1.000000,1.918859
54,32,31.759214,9.114000,-3.016699,1,9.777922,1,2.000000,0.201974
54,34,24.588309,-37.118848,-1.174811,0,2.011463,1,2.000000,0.277798
54,22,10.630546,27.731393,-1.570796,0,0.115843,0,1.000000,0.557714
55,2,14.764272,30.309057,-3.695189,1,0.128414,0,5.000000,0.669964
55,3,31.083289,-28.703910,-7.665551,1,0.198429,0,2.000000,1.953098
55,7,40.116493,-9.137103,-0.923686,1,0.380594,0,16.000000,1.160168
55,29,27.315861,-27.896042,-1.570796,1,0.437734,0,1.000000,1.918859
55,32,30.449464,9.062007,-2.757210,1,10.371976,1,13.000000,0.584843
55,34,24.530341,-35.832393,-0.927771,1,3.925815,1,4.000000,0.396401
55,22,10.623366,27.740483,-1.570796,0,0.115843,0,1.000000,0.557714
56,2,14.758010,30.347116,-3.414319,1,0.075892,0,7.000000,0.984062
56,3,31.088542,-28.740987,-7.716858,1,0.217355,0,2.000000,1.826342
56,7,40.149400,-9.119540,-0.907910,1,0.335388,0,19.000000,1.320366
56,22,10.612035,27.745978,-1.570796,1,0.115724,0,1.000000,0.557714
56,32,29.175594,8.955867,-3.056960,1,10.767722,1,15.000000,0.788098
56,34,25.228457,-34.559621,-1.454666,1,1.503509,1,4.000000,0.396008
56,29,27.313363,-27.939744,-1.570796,0,0.437734,0,1.000000,1.918859
57,2,14.761188,30.376532,-3.595082,1,0.037671,0,2.000000,0.950527
57,3,31.113202,-28.873641,-7.718330,1,0.339948,0,5.000000,1.946289
57,7,40.161741,-9.104891,-0.918463,1,0.306072,0,16.000000,1.284407
57,22,10.606587,27.608351,-1.570796,1,0.087086,0,1.000000,0.557714
57,29,27.336400,-27.949788,-1.570796,1,0.403675,0,1.000000,1.918859
57,32,27.945150,8.757326,-2.652937,1,11.021706,1,21.000000,0.913321
57,34,25.127539,-34.448172,-1.454666,0,1.503509,1,4.000000,0.396008
58,2,14.752358,30.391208,-3.450729,1,0.033105,0,4.000000,1.135265
58,3,31.130976,-28.983062,-7.710206,1,0.423611,0,4.000000,1.989082
58,7,40.155077,-9.116264,-0.897101,1,0.253089,0,19.000000,1.320480
58,22,10.582655,27.592352,-1.570796,1,0.105930,0,1.000000,0.557714
58,29,27.357972,-27.966475,-1.570796,1,0.381075,0,1.000000,1.918859
58,32,26.706052,8.613348,-2.715539,1,11.226524,1,24.000000,0.846618
58,34,24.732784,-33.983171,-1.230530,1,2.201942,1,5.000000,0.549252
59,2,14.749555,30.385202,-3.514153,1,0.034666,0,5.000000,1.146389
59,3,31.146603,-29.107636,-7.715327,1,0.514534,0,5.000000,2.139828
59,7,40.179336,-9.102709,-0.913829,1,0.234860,0,19.000000,1.359713
59,32,25.451741,8.504380,-2.842431,1,11.407130,1,27.000000,1.153000
59,34,24.569413,-33.623919,-1.129904,1,2.435046,1,4.000000,0.777948
59,22,10.573736,27.586637,-1.570796,0,0.105930,0,1.000000,0.557714
59,29,27.360114,-28.004522,-1.570796,0,0.381075,0,1.000000,1.918859
60,2,14.754167,30.365789,-3.994349,1,0.041412,0,2.000000,0.506046
60,7,40.176705,-9.109964,-0.917261,1,0.198238,0,17.000000,1.209850
60,22,10.585138,27.649404,-1.570796,1,0.070067,0,1.000000,0.557714
60,32,24.231341,8.354904,-2.813088,1,11.519119,1,32.000000,1.186349
60,34,24.438631,-33.288803,-1.249497,1,2.582904,1,5.000000,0.931962
60,3,31.155032,-29.158394,-7.715327,0,0.514534,0,5.000000,2.139828
60,29,27.362256,-28.042569,-1.570796,0,0.381075,0,1.000000,1.918859
61,2,14.800803,30.480296,-4.712389,1,0.102181,0,1.000000,0.506046
61,3,31.169886,-29.230360,-7.724411,1,0.538325,0,5.000000,1.946892
61,7,40.199321,-9.117602,-0.895602,1,0.166572,0,20.000000,1.270647
61,22,10.607798,27.670942,-7.081932,1,0.050033,0,3.000000,0.492380
61,32,22.998830,8.244700,-2.773788,1,11.622488,1,36.000000,1.357396
61,29,27.364398,-28.080617,-1.570796,0,0.381075,0,1.000000,1.918859
61,34,24.292926,-33.075534,-1.249497,0,2.582904,1,5.000000,0.931962
62,2,14.812298,30.545662,-4.862766,1,0.164445,0,7.000000,1.781979
62,3,31.193743,-29.386962,-8.313199,1,0.650548,0,3.000000,0.277154
62,7,40.183323,-9.127583,-0.992026,1,0.135753,0,15.000000,1.240374
62,22,10.762646,27.512621,-1.570796,1,0.178832,0,1.000000,0.492380
62,29,27.281912,-27.301053,-1.570796,1,0.371925,0,1.000000,1.918859
62,32,21.769780,8.102265,-2.760127,1,11.710508,1,32.000000,1.060973
62,34,24.141717,-32.820140,-1.779093,1,2.632785,1,5.000000,1.180489
63,2,14.844977,30.596467,-4.639930,1,0.211175,0,3.000000,0.581676
63,3,31.131731,-29.128210,-2.490962,1,0.297321,0,2.000000,0.260083
63,7,40.199511,-9.128173,-0.818264,1,0.120563,0,16.000000,1.171272
63,22,10.798726,27.493608,-1.570796,1,0.200375,0,1.000000,0.492380
63,32,20.536234,7.970731,-2.791280,1,11.790103,1,27.000000,0.931322
63,34,24.155609,-32.385620,-1.080242,1,2.765581,1,7.000000,0.996032
63,29,27.276311,-27.264285,-1.570796,0,0.371925,0,1.000000,1.918859
64,2,14.924765,30.450561,-4.385723,1,0.154440,0,2.000000,1.446274
64,3,31.096116,-28.885250,-3.141593,1,0.012645,0,1.000000,0.260083
64,7,40.186702,-9.154862,-1.106619,1,0.076910,0,12.000000,1.541475
64,29,27.316485,-26.878324,-1.570796,1,0.679432,0,1.000000,1.918859
64,34,24.124829,-32.112270,-1.492566,1,2.744448,1,5.000000,2.144611
64,22,10.813193,27.479744,-1.570796,0,0.200375,0,1.000000,0.492380
65,2,14.882921,30.405905,-3.821662,1,0.097738,0,6.000000,0.631840
65,3,31.119704,-28.971389,-3.000819,1,0.097039,0,6.000000,1.971394
65,7,40.156453,-9.210019,-0.513993,1,0.036020,0,11.000000,0.695225
65,22,10.859505,27.449447,-1.570796,1,0.236561,0,1.000000,0.492380
65,34,24.156784,-31.722496,-7.010659,1,2.834465,1,6.000000,1.755918
65,29,27.314968,-26.810398,-1.570796,0,0.679432,0,1.000000,1.918859
66,2,14.850018,30.360924,-3.970745,1,0.094546,0,4.000000,0.500181
66,3,31.130226,-29.000842,-2.949330,1,0.119963,0,3.000000,1.932484
66,7,40.145681,-9.221496,-0.942152,1,0.043585,0,19.000000,1.269146
66,34,24.111179,-31.370366,-0.965857,1,2.911069,1,8.000000,0.974027
66,29,27.313451,-26.742471,-1.570796,0,0.679432,0,1.000000,1.918859
66,22,10.877304,27.433864,-1.570796,0,0.236561,0,1.000000,0.492380
67,2,14.873364,30.363411,-4.712389,1,0.096581,0,1.000000,0.500181
67,3,31.150310,-29.098999,-3.014436,1,0.216098,0,5.000000,2.108139
67,7,40.130773,-9.236982,-0.908485,1,0.059165,0,16.000000,1.213163
67,29,27.355546,-27.149562,-1.570796,1,0.266073,0,1.000000,1.918859
67,34,24.116011,-30.988023,-1.066153,1,2.997675,1,12.000000,1.107438
67,22,10.895102,27.418281,-1.570796,0,0.236561,0,1.000000,0.492380
68,2,14.882963,30.326500,-4.339049,1,0.125167,0,8.000000,2.318438
68,3,31.122569,-28.877881,3.141593,1,0.054637,0,1.000000,2.108139
68,7,40.119855,-9.254235,-0.849618,1,0.072111,0,18.000000,1.606094
68,29,27.358503,-27.352081,-1.570796,1,0.068218,0,1.000000,1.918859
68,34,24.096551,-30.631645,-1.110671,1,3.055869,1,9.000000,1.224099
68,22,10.912900,27.402698,-1.570796,0,0.236561,0,1.000000,0.492380
69,2,14.854551,30.300565,-3.778247,1,0.125635,0,8.000000,0.571697
69,3,31.126318,-28.947134,-3.035628,1,0.030585,0,4.000000,1.916767
69,7,40.131355,-9.246871,-0.894396,1,0.049125,0,13.000000,1.245502
69,34,24.051450,-30.310462,-0.590253,1,3.075792,1,5.000000,0.743626
69,29,27.360847,-27.345675,-1.570796,0,0.068218,0,1.000000,1.918859
69,22,10.930699,27.387115,-1.570796,0,0.236561,0,1.000000,0.492380
70,2,14.845057,30.259772,-4.503377,1,0.154918,0,8.000000,2.213511
70,3,31.092856,-28.736696,3.141593,1,0.209468,0,1.000000,1.916767
70,7,40.146164,-9.237919,-0.830642,1,0.024609,0,17.000000,1.314611
70,29,27.372625,-27.510014,-1.570796,1,0.095597,0,1.000000,1.918859
70,34,24.017106,-30.022241,0.029451,1,3.054303,1,2.000000,0.134468
70,22,10.948497,27.371532,-1.570796,0,0.236561,0,1.000000,0.492380
71,2,14.809124,30.250424,-4.006294,1,0.149859,0,5.000000,0.531256
71,3,31.096349,-28.836723,-3.055051,1,0.076220,0,4.000000,2.037605
71,7,40.266376,-9.128725,-0.123481,1,0.158092,0,2.000000,0.145505
71,22,10.819260,27.575564,-1.570796,1,0.061415,0,1.000000,0.492380
71,29,27.379560,-27.618979,-1.570796,1,0.185612,0,1.000000,1.918859
71,34,24.008268,-29.712225,-5.746538,1,3.054218,1,3.000000,0.237532
72,2,14.793192,30.284827,-3.334576,1,0.101516,0,6.000000,0.910580
72,3,31.080374,-28.811722,-3.077515,1,0.099740,0,2.000000,1.677361
72,7,40.234037,-9.165175,-0.894144,1,0.086859,0,21.000000,1.242605
72,22,10.755579,27.658372,-1.570796,1,0.107794,0,1.000000,0.492380
72,29,27.405397,-27.720174,-1.570796,1,0.267053,0,1.000000,1.918859
72,34,23.991153,-29.440734,-5.380371,1,3.014221,1,10.000000,0.839784
72,36,42.848778,6.788024,-2.688919,1,0.000000,0,5.000000,0.308458
73,2,14.764833,30.266555,2.201583,1,0.123493,0,4.000000,0.543764
73,3,31.087645,-28.875272,-2.998369,1,0.026234,0,3.000000,2.032974
73,7,40.202745,-9.190360,-0.865960,1,0.032620,0,13.000000,1.080160
73,22,10.822085,27.612776,-1.570796,1,0.074889,0,1.000000,0.492380
73,29,27.403290,-27.776200,-1.570796,1,0.294475,0,1.000000,1.918859
73,34,23.991428,-29.158494,-5.588671,1,2.988020,1,7.000000,0.355122
73,36,42.792900,6.813495,-3.396708,1,0.050813,0,2.000000,0.145069
73,37,12.438351,34.277702,-1.910152,1,0.000000,0,2.000000,0.111881
74,2,14.750907,30.248182,-3.787210,1,0.135406,0,5.000000,0.563370
74,3,31.090467,-28.951277,-3.058226,1,0.076352,0,5.000000,1.957361
74,7,40.162272,-9.220880,-0.775419,1,0.027685,0,15.000000,1.202698
74,22,10.785295,27.693127,-1.570796,1,0.125428,0,1.000000,0.492380
74,29,27.406245,-27.825795,-1.570796,1,0.314761,0,1.000000,1.918859
74,34,23.947326,-28.904502,-5.612977,1,2.942105,1,8.000000,0.461842
74,36,42.704720,6.830621,-3.141593,1,0.231752,0,1.000000,0.145069
74,37,12.387944,34.241894,-1.570796,1,0.051162,0,1.000000,0.111881
75,2,14.746503,30.307075,-3.498401,1,0.080248,0,2.000000,1.100300
75,3,31.095580,-28.949992,-2.999828,1,0.065311,0,3.000000,1.546482
75,7,40.156406,-9.227981,-0.984491,1,0.034462,0,12.000000,1.179974
75,29,27.394035,-27.677779,-7.730232,1,0.127512,0,2.000000,1.886173
75,34,23.909711,-28.703919,-5.379641,1,2.841374,1,4.000000,0.592535
75,37,12.690124,33.129168,-1.570796,1,2.488420,0,3.000000,7.295361
75,22,10.786326,27.705627,-1.570796,0,0.125428,0,1.000000,0.492380
76,2,14.745439,30.352151,-3.338735,1,0.069117,0,6.000000,1.616966
76,3,31.141430,-29.128817,-3.141593,1,0.260786,0,1.000000,1.546482
76,7,40.144477,-9.230314,-0.932015,1,0.043225,0,16.000000,1.287546
76,29,27.379105,-27.714898,-1.570796,1,0.150888,0,1.000000,1.886173
76,34,23.862405,-28.594835,-5.542588,1,2.653292,1,2.000000,0.104828
76,37,12.604977,33.471366,-2.216347,1,0.823670,0,2.000000,0.116817
76,38,15.498515,34.269165,-1.538047,1,0.000000,0,2.000000,0.128618
76,39,39.239273,9.983777,-3.335055,1,0.000000,0,16.000000,1.233055
76,22,10.787358,27.718127,-1.570796,0,0.125428,0,1.000000,0.492380
77,2,14.710137,30.349091,-3.319235,1,0.099144,0,5.000000,1.131454
77,3,31.125563,-29.075866,-3.015953,1,0.170486,0,2.000000,1.798424
77,7,40.150023,-9.232036,-0.836574,1,0.034245,0,15.000000,1.175930
77,39,38.287869,9.994109,-2.861274,1,0.787283,0,31.000000,1.697163
77,37,12.625936,33.391711,-2.216347,0,0.823670,0,2.000000,0.116817
77,38,15.498515,34.269165,-1.538047,0,0.000000,0,2.000000,0.128618
77,22,10.788389,27.730628,-1.570796,0,0.125428,0,1.000000,0.492380
77,34,23.815805,-28.333630,-5.542588,0,2.653292,1,2.000000,0.104828
78,2,14.738746,30.415766,-3.215628,1,0.103543,0,3.000000,0.478075
78,3,31.125485,-29.080521,-3.019700,1,0.156582,0,3.000000,1.963526
78,7,40.144794,-9.228373,-0.986875,1,0.033328,0,18.000000,1.201956
78,37,12.522233,33.835209,-1.788360,1,0.444742,0,2.000000,0.112717
78,38,15.473400,34.309039,-1.570796,1,0.062602,0,1.000000,0.128618
78,39,37.331877,9.977183,-2.986910,1,2.669916,0,17.000000,1.297592
78,22,10.789421,27.743128,-1.570796,0,0.125428,0,1.000000,0.492380
78,34,23.769205,-28.072425,-5.542588,0,2.653292,1,2.000000,0.104828
79,2,14.734575,30.499919,-3.344469,1,0.179975,0,6.000000,1.498070
79,3,31.114246,-28.695963,-3.461409,1,0.291772,0,4.000000,1.942593
79,7,40.137596,-9.230586,-0.901848,1,0.037951,0,15.000000,1.184378
79,22,10.716875,27.750174,-1.570796,1,0.132239,0,1.000000,0.492380
79,37,12.474513,34.054527,-1.971306,1,0.821905,0,2.000000,0.111950
79,39,36.094160,9.864010,-3.061457,1,5.367060,0,20.000000,1.588778
79,34,23.722605,-27.811220,-5.542588,0,2.653292,1,2.000000,0.104828
79,38,15.470064,34.314336,-1.570796,0,0.062602,0,1.000000,0.128618
80,2,14.780826,30.510348,-3.141593,1,0.164307,0,1.000000,1.498070
80,3,31.109556,-28.712592,-3.141593,1,0.240570,0,2.000000,2.007980
80,7,40.141370,-9.224581,-0.921963,1,0.027547,0,14.000000,1.266870
80,22,10.686534,27.780094,-1.570796,1,0.156508,0,1.000000,0.492380
80,34,24.079726,-27.522314,-6.283185,1,2.640735,1,1.000000,0.104828
80,37,12.428010,34.200952,-1.570796,1,0.956218,0,1.000000,0.111950
80,38,15.517676,34.275533,-1.570796,1,0.086899,0,1.000000,0.128618
80,39,34.657515,9.704499,-2.839617,1,7.861990,1,28.000000,1.862510
81,2,14.763010,30.492887,-3.421813,1,0.127485,0,11.000000,1.346989
81,3,31.110937,-28.680485,-2.927323,1,0.249555,0,2.000000,1.557934
81,7,40.123872,-9.229706,-0.872382,1,0.044828,0,17.000000,1.233070
81,22,10.659494,27.782309,-1.570796,1,0.157491,0,1.000000,0.492380
81,34,24.244446,-27.316807,-6.106081,1,2.584489,1,4.000000,0.406315
81,37,12.430578,34.262196,-1.570796,1,0.893152,0,1.000000,0.111950
81,39,33.874272,9.636396,-2.839617,0,7.861990,1,28.000000,1.862510
81,38,15.525293,34.271350,-1.570796,0,0.086899,0,1.000000,0.128618
82,2,14.805737,30.516998,-2.872130,1,0.143128,0,6.000000,2.625690
82,3,31.082075,-28.504269,-3.141593,1,0.419823,0,1.000000,1.557934
82,7,40.105895,-9.244125,-0.831678,1,0.064234,0,14.000000,1.010620
82,22,10.661820,27.841841,-1.570796,1,0.189114,0,1.000000,0.492380
82,34,24.347091,-27.146138,-6.277215,1,2.503805,1,4.000000,0.437384
82,37,12.419494,34.319909,-2.023500,1,0.844288,0,2.000000,0.112435
82,39,33.091028,9.568294,-2.839617,0,7.861990,1,28.000000,1.862510
82,38,15.532909,34.267166,-1.570796,0,0.086899,0,1.000000,0.128618
83,2,14.800894,30.546645,-3.324700,1,0.158620,0,9.000000,1.403515
83,3,31.092256,-28.565242,-2.968826,1,0.304209,0,5.000000,1.975903
83,7,40.083864,-9.255318,-0.917741,1,0.084642,0,14.000000,1.021738
83,22,10.645122,27.839179,-1.570796,1,0.176389,0,1.000000,0.492380
83,34,24.375602,-27.001926,-6.311191,1,2.400185,1,2.000000,0.154621
83,39,30.147075,9.141498,-2.880346,1,11.851781,1,50.000000,1.961404
83,38,15.540526,34.262983,-1.570796,0,0.086899,0,1.000000,0.128618
83,37,12.402595,34.402629,-2.023500,0,0.844288,0,2.000000,0.112435
84,2,14.786364,30.547564,-3.307575,1,0.140404,0,8.000000,1.380615
84,3,31.092550,-28.643436,-3.022336,1,0.183111,0,3.000000,1.934866
84,7,40.085052,-9.248336,-0.916541,1,0.070969,0,15.000000,1.249454
84,34,24.410001,-26.887195,-6.283185,1,2.276743,1,1.000000,0.154621
84,38,15.552089,34.252842,-1.570796,1,0.096701,0,1.000000,0.128618
84,39,28.329847,8.877414,3.987736,1,12.914156,1,55.000000,2.131809
84,22,10.635940,27.854239,-1.570796,0,0.176389,0,1.000000,0.492380
84,37,12.385696,34.485349,-2.023500,0,0.844288,0,2.000000,0.112435
85,2,14.762285,30.553022,-3.368107,1,0.132628,0,3.000000,0.934013
85,3,31.080998,-28.670077,-3.039415,1,0.134994,0,2.000000,1.952562
85,7,40.082687,-9.254922,-0.949914,1,0.068299,0,17.000000,1.148703
85,34,24.468775,-26.795284,-5.609034,1,2.143748,1,7.000000,0.565435
85,38,15.557704,34.251033,-1.570796,1,0.091092,0,1.000000,0.128618
85,22,10.626757,27.869299,-1.570796,0,0.176389,0,1.000000,0.492380
85,37,12.368797,34.568070,-2.023500,0,0.844288,0,2.000000,0.112435
85,39,27.047753,8.722525,3.987736,0,12.914156,1,55.000000,2.131809
86,2,14.805802,30.619469,-3.122892,1,0.192480,0,2.000000,0.666876
86,3,31.058723,-28.507785,-3.141593,1,0.302666,0,1.000000,1.952562
86,7,40.072277,-9.257853,-0.926978,1,0.072616,0,18.000000,1.435698
86,22,10.620992,27.860567,-1.570796,1,0.154775,0,1.000000,0.492380
86,34,24.535052,-26.701275,-6.130787,1,2.026703,1,4.000000,0.400036
86,37,12.383526,34.429025,-1.988910,1,0.588215,0,2.000000,0.111932
86,40,-19.558874,-6.766013,-2.113977,1,0.000000,0,51.000000,1.962158
86,39,25.765660,8.567636,3.987736,0,12.914156,1,55.000000,2.131809
87,2,14.795239,30.624201,-3.331574,1,0.174898,0,6.000000,0.940144
87,3,31.084772,-28.626251,-2.964249,1,0.133891,0,4.000000,2.006416
87,7,40.069271,-9.259637,-7.061394,1,0.068383,0,3.000000,1.362396
87,22,10.703929,27.750593,-1.570796,1,0.005921,0,1.000000,0.492380
87,34,24.518816,-26.641748,-5.592384,1,1.871726,1,2.000000,0.224060
87,37,12.389181,34.448757,-1.570796,1,0.544101,0,1.000000,0.111932
87,40,-19.308812,-6.576621,-1.570796,1,0.259561,0,1.000000,1.962158
87,41,23.821165,-30.707283,-0.927565,1,0.000000,0,3.000000,0.238470
87,39,24.483566,8.412746,3.987736,0,12.914156,1,55.000000,2.131809
88,2,14.775746,30.546870,-3.903045,1,0.069229,0,4.000000,0.507336
88,3,31.094574,-28.698796,-2.995668,1,0.037341,0,5.000000,1.960522
88,7,40.074597,-9.247860,-0.940443,1,0.050908,0,17.000000,1.305735
88,34,24.540054,-26.588831,-5.936329,1,1.729744,1,3.000000,0.607943
88,37,12.392539,34.415681,-1.927603,1,0.452716,0,2.000000,0.111738
88,40,-19.143694,-6.485180,-1.619180,1,0.607517,0,12.000000,1.430740
88,41,23.821165,-30.707283,-0.927565,0,0.000000,0,3.000000,0.238470
88,39,23.201473,8.257857,3.987736,0,12.914156,1,55.000000,2.131809
88,22,10.704190,27.751125,-1.570796,0,0.005921,0,1.000000,0.492380
89,2,14.816747,30.589457,-3.302299,1,0.114689,0,7.000000,1.590034
89,3,31.066879,-28.534150,3.141593,1,0.219315,0,1.000000,1.960522
89,7,40.097167,-9.235183,-0.965936,1,0.019294,0,16.000000,1.334583
89,34,24.552455,-26.541029,-5.785525,1,1.594612,0,4.000000,0.583920
89,37,12.374915,34.389185,-1.570796,1,0.384223,0,1.000000,0.111738
89,41,24.099953,-29.780638,-1.570796,1,1.285492,0,1.000000,0.238470
89,39,21.919379,8.102968,3.987736,0,12.914156,1,55.000000,2.131809
89,22,10.704451,27.751656,-1.570796,0,0.005921,0,1.000000,0.492380
90,2,14.797952,30.519171,-3.841573,1,0.021626,0,4.000000,0.511261
90,3,31.040803,-28.386808,-3.141593,1,0.361821,0,1.000000,1.960522
