frame,tid,cls,cx,cy,yaw,vx,vy,heading,hit,speed,moving,score,length,width,is_vehicle
135,64,Car,15.322298,-2.893330,-3.570099,0.000000,0.000000,,1,0.000000,0,601.000000,2.958148,1.772879,1
135,3,Car,14.731113,30.356695,-7.591272,-0.042120,-0.064433,-2.149772,0,0.076979,0,4.000000,0.149193,0.068344,0
135,55,Car,10.629560,27.946976,-3.141593,-0.194330,0.440393,1.986363,0,0.481363,0,1.000000,0.585226,0.000001,0
136,3,Car,14.785098,30.374410,-1.570796,0.021550,-0.038002,-1.054937,1,0.043687,0,1.000000,0.149193,0.068344,0
136,4,Truck,30.612093,-28.688340,-3.000275,-0.472193,-0.235094,-2.679646,1,0.527480,0,6.000000,8.919462,2.165961,1
136,8,Car,40.201052,-9.188055,-0.931307,-0.014672,0.138899,1.676035,1,0.139672,0,18.000000,1.275654,0.202114,0
136,45,Car,12.430488,34.220922,-1.462150,0.003065,-0.017734,-1.399649,1,0.017997,0,2.000000,0.124221,0.016331,0
136,58,Car,15.505327,34.275631,-1.570796,-0.074519,-0.018938,-2.892725,1,0.076888,0,1.000000,0.121716,1.900000,0
136,61,Car,27.343700,-27.478448,-1.570796,0.470166,-3.049876,-1.417841,1,3.085903,0,1.000000,0.000000,1.900000,0
136,62,Car,13.638023,-3.687262,-1.480705,3.673665,-0.766141,-0.205603,1,3.752704,0,458.000000,3.509116,2.664917,1
136,64,Car,16.394368,-2.674290,-3.557774,0.887081,0.181244,0.201541,1,0.905407,0,487.000000,2.976409,1.703358,1
136,55,Car,10.610127,27.991015,-3.141593,-0.194330,0.440393,1.986363,0,0.481363,0,1.000000,0.585226,0.000001,0
136,44,Car,23.908024,-27.058977,-0.978056,-1.429554,-0.392404,-2.873697,0,1.482433,0,5.000000,0.458867,0.092495,0
137,3,Car,14.797987,30.457637,-8.055563,0.033157,0.056109,1.037058,1,0.065174,0,4.000000,1.461018,0.342168,0
137,8,Car,40.219798,-9.162927,-0.987066,0.007892,0.151445,1.518732,1,0.151650,0,15.000000,1.344076,0.184692,0
137,45,Car,12.431913,34.232666,-1.988727,0.004093,-0.005311,-0.914230,1,0.006705,0,2.000000,0.112109,0.016331,0
137,55,Car,10.636349,27.989385,-3.141593,-0.135649,0.381693,1.912264,1,0.405081,0,1.000000,0.585226,0.000001,0
137,58,Car,15.495541,34.319933,-1.570796,-0.077672,0.043480,2.631266,1,0.089014,0,1.000000,0.121716,1.900000,0
137,61,Truck,27.203090,-28.138960,-7.752627,0.062506,-3.822329,-1.554445,1,3.822840,0,5.000000,9.054628,1.219976,1
137,62,Car,14.666110,-3.506568,-1.602560,5.329461,-0.121317,-0.022759,1,5.330841,0,526.000000,5.050886,3.209908,1
137,64,Car,17.563675,-2.472353,-3.522114,3.205918,0.575685,0.177676,1,3.257196,0,430.000000,3.073731,2.050098,1
137,4,Truck,30.564873,-28.711850,-3.000275,-0.472193,-0.235094,-2.679646,0,0.527480,0,6.000000,8.919462,2.165961,1
137,44,Car,23.765069,-27.098217,-0.978056,-1.429554,-0.392404,-2.873697,0,1.482433,0,5.000000,0.458867,0.092495,0
138,3,Car,14.069802,30.527309,-1.570796,0.005167,0.004406,0.706104,1,0.006791,0,7.000000,0.734596,0.225565,0
138,4,Car,30.650342,-28.618866,-3.014793,-0.327729,-0.108263,-2.822537,1,0.345148,0,8.000000,2.820738,0.174389,1
138,8,Car,40.241625,-9.160263,-1.026664,0.031377,0.137513,1.346460,1,0.141047,0,15.000000,1.279381,0.763588,0
138,44,Car,23.954229,-27.017939,-1.221642,-0.935224,-0.214509,-2.916126,1,0.959509,0,4.000000,0.467828,0.038361,0
138,45,Car,12.435287,34.247542,-1.971330,0.006888,0.009216,0.928965,1,0.011506,0,2.000000,0.112080,0.016331,0
138,61,Truck,27.240656,-27.611677,-1.570796,0.124964,-2.008336,-1.508654,1,2.012220,0,1.000000,9.054628,1.219976,1
138,62,Car,14.772437,-4.024740,-1.436324,4.374617,-1.253917,-0.279150,1,4.550778,0,48.000000,4.607154,0.139212,1
138,64,Car,19.004887,-2.217081,-3.451401,6.307624,1.122897,0.176177,1,6.406794,0,318.000000,2.945459,2.418459,1
138,55,Car,10.622784,28.027555,-3.141593,-0.135649,0.381693,1.912264,0,0.405081,0,1.000000,0.585226,0.000001,0
139,3,Car,14.340615,30.313382,-7.274471,0.238105,-0.180332,-0.648197,1,0.298687,0,3.000000,0.136032,0.072510,0
139,4,Car,30.692022,-28.395457,-3.085501,-0.247274,0.144857,2.611669,1,0.286580,0,5.000000,0.871237,0.073481,0
139,8,Car,40.238664,-9.153829,-0.956742,0.024569,0.129344,1.383083,1,0.131657,0,16.000000,1.365015,0.181965,0
139,44,Car,24.086594,-26.979450,-1.356108,-0.628011,-0.132990,-2.932912,1,0.641938,0,6.000000,0.894753,0.105595,0
139,45,Car,12.436525,34.255257,-1.997456,0.007422,0.015825,1.132217,1,0.017479,0,2.000000,0.112220,0.016331,0
139,62,Car,14.871877,-4.385237,-1.499228,3.698288,-1.724328,-0.436285,1,4.080520,1,10.000000,0.825878,0.139529,0
139,64,Car,20.772268,-1.952428,-3.357644,9.430953,1.541577,0.162026,1,9.556115,1,243.000000,2.722235,2.275826,1
139,66,Car,17.591883,-4.307242,-1.442126,0.000000,0.000000,,1,0.000000,0,27.000000,2.527770,0.165664,1
139,61,Truck,27.253153,-27.812510,-1.570796,0.124964,-2.008336,-1.508654,0,2.012220,0,1.000000,9.054628,1.219976,1
139,55,Car,10.609219,28.065724,-3.141593,-0.135649,0.381693,1.912264,0,0.405081,0,1.000000,0.585226,0.000001,0
140,3,Car,14.513290,30.351275,-8.037197,0.496036,-0.083433,-0.166639,1,0.503004,0,5.000000,0.918201,0.318996,0
140,8,Car,40.235974,-9.156788,-1.087543,0.018824,0.111602,1.403701,1,0.113178,0,19.000000,1.331667,0.833611,0
140,61,Truck,27.238207,-27.893294,-1.536253,2.754520,1.264478,0.430359,1,3.030888,0,13.000000,9.054628,1.219976,1
140,64,Car,22.712073,-2.357940,-3.149245,11.928755,0.139020,0.011654,1,11.929565,1,3.000000,0.149861,0.018875,0
140,66,Car,18.413103,-4.204662,-1.434731,0.679516,0.084880,0.124269,1,0.684797,0,24.000000,5.145904,0.143526,1
140,67,Car,25.321457,-0.893768,-2.210763,0.000000,0.000000,,1,0.000000,0,4.000000,0.131403,0.096581,0
140,4,Car,30.667295,-28.380971,-3.085501,-0.247274,0.144857,2.611669,0,0.286580,0,5.000000,0.871237,0.073481,0
140,44,Car,24.023793,-26.992749,-1.356108,-0.628011,-0.132990,-2.932912,0,0.641938,0,6.000000,0.894753,0.105595,0
140,45,Car,12.437267,34.256840,-1.997456,0.007422,0.015825,1.132217,0,0.017479,0,2.000000,0.112220,0.016331,0
140,55,Car,10.595654,28.103893,-3.141593,-0.135649,0.381693,1.912264,0,0.405081,0,1.000000,0.585226,0.000001,0
141,3,Car,14.657256,30.205783,-7.348765,0.704797,-0.386849,-0.501983,1,0.803984,0,6.000000,1.474525,0.513203,0
141,4,Car,30.735794,-28.397125,-2.980044,-0.148797,0.112491,2.494261,1,0.186534,0,8.000000,2.362461,0.159927,0
141,8,Car,40.201443,-9.166732,-0.861429,-0.021824,0.088044,1.813779,1,0.090708,0,17.000000,1.369476,0.286800,0
141,44,Car,24.013348,-27.031537,-1.570796,-0.566148,-0.163107,-2.861088,1,0.589175,0,1.000000,0.894753,0.105595,0
141,45,Car,12.435736,34.256873,-1.848988,0.005131,0.014264,1.225463,1,0.015158,0,2.000000,0.112059,0.016331,0
141,66,Car,18.178119,-4.251824,-1.454027,0.029452,-0.034539,-0.864726,1,0.045391,0,7.000000,0.779856,0.144678,0
141,55,Car,10.582089,28.142063,-3.141593,-0.135649,0.381693,1.912264,0,0.405081,0,1.000000,0.585226,0.000001,0
141,64,Car,24.613203,-1.618903,-3.781560,5.964377,0.069510,0.011654,0,5.964782,1,4.000000,0.149861,0.018875,0
141,61,Truck,27.513659,-27.766846,-1.536253,2.754520,1.264478,0.430359,0,3.030888,0,13.000000,9.054628,1.219976,1
142,3,Car,14.732027,30.180712,-7.007991,0.714635,-0.355638,-0.461766,1,0.798236,0,3.000000,0.560329,0.096667,0
142,4,Car,30.777982,-28.265366,-3.141593,-0.089070,0.238619,1.928053,1,0.254700,0,1.000000,2.362461,0.159927,0
142,8,Car,40.196672,-9.164520,-0.915404,-0.024714,0.080685,1.868024,1,0.084385,0,20.000000,1.341652,0.595572,0
142,44,Car,24.003353,-27.028325,-0.842048,-0.513748,-0.141163,-2.873439,1,0.532789,0,2.000000,0.111004,0.105595,0
142,45,Car,12.431234,34.247740,-1.892617,0.000020,0.003503,1.564948,1,0.003503,0,2.000000,0.111706,0.016331,0
142,55,Car,10.627569,28.015665,-3.141593,-0.081779,0.231551,1.910302,1,0.245568,0,1.000000,0.585226,0.000001,0
142,64,Car,24.522841,-1.268431,-3.513619,4.915972,0.593898,0.120227,1,4.951716,1,12.000000,0.812050,0.459178,0
142,66,Car,18.316286,-3.659951,-8.436314,0.403727,1.613233,1.325574,1,1.662984,0,997.000000,3.996823,3.059867,1
142,68,Car,23.059591,-3.586855,-1.424123,0.000000,0.000000,,1,0.000000,0,10.000000,3.039799,0.123147,1
142,61,Truck,27.789111,-27.640398,-1.536253,2.754520,1.264478,0.430359,0,3.030888,0,13.000000,9.054628,1.219976,1
143,3,Car,14.806466,30.185827,-7.530536,0.721121,-0.266986,-0.354589,1,0.768958,0,7.000000,2.036732,0.460089,0
143,4,Car,30.820232,-28.167861,-3.141593,-0.035580,0.315620,1.683053,1,0.317619,0,1.000000,2.362461,0.159927,0
143,8,Car,40.200241,-9.166113,-0.974596,-0.017972,0.069900,1.822453,1,0.072173,0,14.000000,1.199585,0.836267,0
143,44,Car,24.068639,-27.018550,-1.195387,-0.386723,-0.115150,-2.852193,1,0.403502,0,3.000000,0.708929,0.045853,0
143,45,Car,12.426677,34.275175,-1.570796,-0.004696,0.031520,1.718695,1,0.031868,0,1.000000,0.111706,0.016331,0
143,61,Car,27.548839,-26.311461,-1.661967,2.097230,2.797047,0.927422,1,3.495976,1,2.000000,1.021793,0.000002,0
143,68,Truck,21.418465,-2.957550,-1.160954,-1.357945,0.520717,2.775426,1,1.454359,0,962.000000,7.138575,3.529358,1
143,69,Car,23.996149,-30.737680,-1.570796,0.000000,0.000000,,1,0.000000,0,1.000000,0.000000,1.900000,0
143,55,Car,10.619391,28.038821,-3.141593,-0.081779,0.231551,1.910302,0,0.245568,0,1.000000,0.585226,0.000001,0
143,64,Car,25.014438,-1.209042,-3.513619,4.915972,0.593898,0.120227,0,4.951716,1,12.000000,0.812050,0.459178,0
144,3,Car,14.806951,30.200465,-0.607657,0.577271,-0.183970,-0.308514,1,0.605877,0,6.000000,0.572678,0.277386,0
144,4,Car,30.850361,-28.084493,-3.141593,-0.000195,0.370038,1.571324,1,0.370038,0,1.000000,2.362461,0.159927,0
144,8,Car,40.155854,-9.194216,-0.996489,-0.065514,0.030726,2.703054,1,0.072362,0,12.000000,1.154177,0.261940,0
144,44,Car,24.108571,-27.083215,-1.447092,-0.302655,-0.171994,-2.624821,1,0.348112,0,7.000000,2.732592,0.351620,1
144,55,Car,10.661332,28.053188,-3.141593,-0.039006,0.224052,1.743163,1,0.227422,0,1.000000,0.585226,0.000001,0
144,64,Car,24.472442,-1.779455,-4.113903,2.980703,-0.585327,-0.193905,1,3.037630,1,593.000000,5.746027,3.626345,1
144,70,Car,-15.499725,-11.990315,-1.738807,0.000000,0.000000,,1,0.000000,0,19.000000,1.421136,0.386441,0
144,71,Car,31.414829,-1.080460,-1.259418,0.000000,0.000000,,1,0.000000,0,86.000000,2.800447,2.361835,1
144,45,Car,12.426207,34.278327,-1.570796,-0.004696,0.031520,1.718695,0,0.031868,0,1.000000,0.111706,0.016331,0
144,61,Car,27.758562,-26.031757,-1.661967,2.097230,2.797047,0.927422,0,3.495976,1,2.000000,1.021793,0.000002,0
144,68,Truck,21.282670,-2.905478,-1.160954,-1.357945,0.520717,2.775426,0,1.454359,0,962.000000,7.138575,3.529358,1
144,69,Car,23.996149,-30.737680,-1.570796,0.000000,0.000000,,0,0.000000,0,1.000000,0.000000,1.900000,0
145,3,Car,14.806960,30.221961,-0.847403,0.471242,-0.110686,-0.230700,1,0.484066,0,4.000000,0.553860,0.218858,0
145,8,Car,40.150556,-9.187709,-0.972222,-0.064115,0.034560,2.647209,1,0.072837,0,18.000000,1.435062,0.271029,0
145,45,Car,12.435124,34.255421,-1.570796,0.005089,0.004356,0.707974,1,0.006699,0,1.000000,0.111706,0.016331,0
145,55,Car,10.766473,27.849741,-3.141593,0.053744,0.031943,0.536257,1,0.062520,0,1.000000,0.585226,0.000001,0
145,61,Car,27.443447,-26.931301,-1.766697,0.836941,1.308196,1.001648,1,1.553013,1,7.000000,1.021793,0.000002,0
145,64,Car,24.964667,-1.955942,-4.651813,3.344766,-0.806504,-0.236608,1,3.440626,1,484.000000,4.217604,2.601560,1
145,70,Car,-15.453964,-11.970919,-1.545117,0.037865,0.016050,0.400910,1,0.041126,0,29.000000,1.608736,0.138855,0
145,71,Car,32.573074,-0.929881,-1.636894,0.958386,0.124596,0.129281,1,0.966452,0,44.000000,2.404144,2.107410,1
145,4,Car,30.850341,-28.047489,-3.141593,-0.000195,0.370038,1.571324,0,0.370038,0,1.000000,2.362461,0.159927,0
145,44,Car,24.078305,-27.100414,-1.447092,-0.302655,-0.171994,-2.624821,0,0.348112,0,7.000000,2.732592,0.351620,1
145,68,Truck,21.146876,-2.853406,-1.160954,-1.357945,0.520717,2.775426,0,1.454359,0,962.000000,7.138575,3.529358,1
145,69,Car,23.996149,-30.737680,-1.570796,0.000000,0.000000,,0,0.000000,0,1.000000,0.000000,1.900000,0
146,3,Car,14.787201,30.198882,-0.821865,0.358565,-0.130919,-0.350081,1,0.381718,0,6.000000,0.559528,0.226780,0
146,4,Car,30.929269,-28.294449,-3.000127,0.082303,0.073302,0.727614,1,0.110213,0,3.000000,2.018471,0.071293,0
146,8,Car,40.146291,-9.182955,-0.906252,-0.061718,0.036008,2.613444,1,0.071455,0,16.000000,1.204031,0.200710,0
146,44,Car,24.183629,-27.223841,-1.723750,-0.162246,-0.281998,-2.092891,1,0.325341,0,4.000000,2.010509,0.822042,0
146,45,Car,12.435239,34.258235,-2.083561,0.004678,0.006836,0.970675,1,0.008284,0,2.000000,0.113370,0.016331,0
146,61,Car,27.257660,-26.314161,-1.570796,0.594622,1.745498,1.242466,1,1.844001,1,1.000000,1.021793,0.000002,0
146,64,Car,25.944026,-1.955586,-4.652590,4.532677,-0.657286,-0.144007,1,4.580086,1,403.000000,2.718687,2.666115,1
146,70,Car,-15.025176,-12.015328,-1.987164,0.949868,-0.082691,-0.086836,1,0.953461,0,87.000000,1.776962,0.948795,1
146,71,Car,32.050227,-0.593785,-1.778473,-0.369240,0.819082,1.994313,1,0.898462,0,8.000000,0.470710,0.225824,0
146,73,Car,35.137466,-0.934221,-1.427032,0.000000,0.000000,,1,0.000000,0,31.000000,2.113514,2.030409,0
146,68,Truck,21.011081,-2.801335,-1.160954,-1.357945,0.520717,2.775426,0,1.454359,0,962.000000,7.138575,3.529358,1
146,69,Car,23.996149,-30.737680,-1.570796,0.000000,0.000000,,0,0.000000,0,1.000000,0.000000,1.900000,0
147,3,Car,14.748063,30.175477,-7.836338,0.241916,-0.146960,-0.545904,1,0.283056,0,6.000000,0.387650,0.132901,0
147,8,Car,40.149911,-9.173937,-0.922736,-0.050788,0.042056,2.449973,1,0.065940,0,19.000000,1.355255,0.223389,0
147,45,Car,12.446455,34.253702,-1.570796,0.015953,0.001364,0.085276,1,0.016011,0,1.000000,0.113370,0.016331,0
147,64,Truck,27.359185,-1.866062,-4.573540,6.238400,-0.381976,-0.061153,1,6.250083,1,335.000000,9.523736,1.228008,1
147,68,Truck,24.116548,-3.075221,-1.570796,4.640819,-0.082550,-0.017786,1,4.641553,0,1.000000,7.138575,3.529358,1
147,69,Truck,24.980287,-28.033526,-1.723750,1.251744,1.285063,0.798532,1,1.793948,0,7.000000,8.220050,2.064619,1
147,70,Car,-14.582158,-11.987985,-1.557781,1.913164,0.015877,0.008299,1,1.913230,0,94.000000,1.993972,0.116584,1
147,71,Car,32.352292,-0.504173,-8.502954,0.569028,0.840405,0.975613,1,1.014925,0,2.000000,0.996063,0.225824,0
147,4,Car,30.937500,-28.287119,-3.000127,0.082303,0.073302,0.727614,0,0.110213,0,3.000000,2.018471,0.071293,0
147,73,Car,35.137466,-0.934221,-1.427032,0.000000,0.000000,,0,0.000000,0,31.000000,2.113514,2.030409,0
147,61,Car,27.317122,-26.139612,-1.570796,0.594622,1.745498,1.242466,0,1.844001,0,1.000000,1.021793,0.000002,0
148,3,Car,14.759353,30.235773,-2.009791,0.223228,-0.038339,-0.170087,1,0.226496,0,5.000000,1.130775,0.306243,0
148,4,Car,30.953920,-28.177065,-3.141593,0.090666,0.178184,1.100107,1,0.199925,0,1.000000,2.018471,0.071293,0
148,8,Car,40.142273,-9.183527,-0.949545,-0.053645,0.026655,2.680439,1,0.059902,0,22.000000,1.423323,0.274050,0
148,69,Car,24.770757,-28.050000,-7.941262,0.735173,1.061304,0.964982,1,1.291064,0,5.000000,2.444571,0.747812,0
148,70,Car,-13.935322,-11.960746,-1.563949,3.164894,0.086365,0.027282,1,3.166073,0,66.000000,1.716269,0.155900,1
148,71,Car,31.546866,-0.867885,-7.737625,-1.800576,-0.389981,-2.928301,1,1.842324,0,267.000000,2.558087,2.551952,1
148,73,Car,35.137466,-0.934221,-1.427032,0.000000,0.000000,,0,0.000000,0,31.000000,2.113514,2.030409,0
148,45,Car,12.448051,34.253838,-1.570796,0.015953,0.001364,0.085276,0,0.016011,0,1.000000,0.113370,0.016331,0
148,61,Car,27.376584,-25.965062,-1.570796,0.594622,1.745498,1.242466,0,1.844001,0,1.000000,1.021793,0.000002,0
149,3,Car,14.751175,30.251021,-8.150704,0.181710,-0.012364,-0.067938,1,0.182130,0,8.000000,0.985210,0.358555,0
149,4,Car,31.016071,-28.378031,-2.998623,0.144527,-0.043803,-0.294280,1,0.151019,0,3.000000,1.942337,0.300098,0
149,8,Car,40.161426,-9.173324,-0.873273,-0.026276,0.035070,2.213818,1,0.043821,0,14.000000,1.261354,0.257942,0
149,69,Car,24.774607,-27.476315,-1.570796,0.617863,1.848603,1.248237,1,1.949125,0,1.000000,2.444571,0.747812,0
149,70,Car,-13.205642,-11.942877,-1.550859,4.200367,0.109501,0.026063,1,4.201794,0,19.000000,1.100808,0.118393,0
149,71,Car,31.714393,-1.054126,-7.722300,-0.929514,-0.758977,-2.456853,1,1.200017,0,228.000000,2.579933,0.768951,1
149,73,Car,35.493058,-0.691108,-8.297374,0.532946,0.364368,0.599693,1,0.645597,0,2.000000,0.120041,0.000004,0
149,45,Car,12.449646,34.253975,-1.570796,0.015953,0.001364,0.085276,0,0.016011,0,1.000000,0.113370,0.016331,0
149,61,Car,27.436046,-25.790512,-1.570796,0.594622,1.745498,1.242466,0,1.844001,0,1.000000,1.021793,0.000002,0
150,3,Car,14.768057,30.271063,-2.259303,0.180045,0.015111,0.083735,1,0.180678,0,3.000000,0.632286,0.169799,0
150,4,Car,31.066835,-28.201337,-3.286353,0.181497,0.140552,0.658939,1,0.229556,0,6.000000,3.608109,0.902554,1
150,8,Car,40.174080,-9.161915,-0.954697,-0.009218,0.043891,1.777796,1,0.044849,0,20.000000,1.256569,0.432257,0
150,45,Car,12.444224,34.252496,-1.901395,0.008816,-0.000279,-0.031595,1,0.008820,0,2.000000,0.111794,0.016331,0
150,69,Car,24.559612,-27.194617,-1.570796,0.138551,2.016300,1.502189,1,2.021055,0,1.000000,2.444571,0.747812,0
150,74,Car,23.940390,-30.666250,-1.570796,0.000000,0.000000,,1,0.000000,0,1.000000,0.000000,1.900000,0
150,73,Car,35.546353,-0.654672,-8.297374,0.532946,0.364368,0.599693,0,0.645597,0,2.000000,0.120041,0.000004,0
150,61,Car,27.495509,-25.615962,-1.570796,0.594622,1.745498,1.242466,0,1.844001,0,1.000000,1.021793,0.000002,0
151,3,Car,14.797866,30.491788,-2.881347,0.194633,0.286015,0.973278,1,0.345958,0,4.000000,1.042927,0.174725,0
151,8,Car,40.169194,-9.168831,-0.934793,-0.013643,0.031271,1.982189,1,0.034118,0,19.000000,1.365610,0.362823,0
151,73,Car,35.687755,-0.863885,-7.793422,0.703425,-0.110941,-0.156427,1,0.712120,0,157.000000,1.998866,0.668530,1
151,74,Car,23.921292,-30.641790,-1.570796,-0.015802,0.020239,2.233701,1,0.025678,0,1.000000,0.000000,1.900000,0
151,45,Car,12.445106,34.252468,-1.901395,0.008816,-0.000279,-0.031595,0,0.008820,0,2.000000,0.111794,0.016331,0
151,61,Car,27.554971,-25.441412,-1.570796,0.594622,1.745498,1.242466,0,1.844001,0,1.000000,1.021793,0.000002,0
151,4,Car,31.084985,-28.187282,-3.286353,0.181497,0.140552,0.658939,0,0.229556,0,6.000000,3.608109,0.902554,1
151,69,Car,24.573467,-26.992987,-1.570796,0.138551,2.016300,1.502189,0,2.021055,0,1.000000,2.444571,0.747812,0
152,3,Car,14.774778,30.466134,-3.450793,0.143874,0.221295,0.994318,1,0.263954,0,8.000000,0.908520,0.362179,0
152,8,Car,40.160504,-9.169640,-0.958312,-0.021821,0.026877,2.252728,1,0.034620,0,14.000000,1.289804,0.307678,0
152,45,Car,12.429174,34.220423,-1.770740,-0.007706,-0.031741,-1.808973,1,0.032663,0,2.000000,0.112685,0.016331,0
152,61,Truck,28.162431,-27.653477,-7.664650,1.311540,-1.376786,-0.809664,1,1.901494,0,5.000000,8.548596,1.848361,1
152,4,Car,31.103134,-28.173227,-3.286353,0.181497,0.140552,0.658939,0,0.229556,0,6.000000,3.608109,0.902554,1
152,74,Car,23.919712,-30.639766,-1.570796,-0.015802,0.020239,2.233701,0,0.025678,0,1.000000,0.000000,1.900000,0
152,69,Car,24.587322,-26.791357,-1.570796,0.138551,2.016300,1.502189,0,2.021055,0,1.000000,2.444571,0.747812,0
153,3,Car,14.757853,30.421689,2.234551,0.107538,0.144039,0.929479,1,0.179754,0,4.000000,0.554409,0.117533,0
153,4,Car,31.065351,-28.072564,-3.141593,0.125970,0.226531,1.063295,1,0.259200,0,1.000000,3.608109,0.902554,1
153,8,Car,40.160216,-9.171211,-0.915597,-0.019706,0.022123,2.298459,1,0.029627,0,19.000000,1.374893,0.338156,0
153,45,Car,12.426422,34.220828,-1.953850,-0.009641,-0.028245,-1.899725,1,0.029845,0,2.000000,0.111781,0.016331,0
153,74,Car,24.106997,-29.740969,-0.834804,0.425119,2.113830,1.372331,1,2.156154,0,4.000000,0.346386,0.004417,0
153,69,Car,24.601177,-26.589727,-1.570796,0.138551,2.016300,1.502189,0,2.021055,0,1.000000,2.444571,0.747812,0
153,61,Truck,28.293585,-27.791156,-7.664650,1.311540,-1.376786,-0.809664,0,1.901494,0,5.000000,8.548596,1.848361,1
154,3,Car,14.769940,30.398160,-3.919583,0.109055,0.100920,0.746675,1,0.148586,0,2.000000,0.616743,0.000001,0
154,4,Car,31.111343,-28.353019,-2.969451,0.158887,-0.072237,-0.426710,1,0.174537,0,3.000000,2.044369,0.162323,0
154,8,Car,40.150096,-9.177564,-0.940665,-0.028803,0.012562,2.730326,1,0.031423,0,19.000000,1.325397,0.315535,0
154,69,Car,24.309095,-26.742290,-1.570796,-0.261268,1.553417,1.737426,1,1.575235,0,1.000000,2.444571,0.747812,0
154,75,Car,10.630110,27.806971,-1.570796,0.000000,0.000000,,1,0.000000,0,1.000000,0.000000,1.900000,0
154,45,Car,12.425458,34.218004,-1.953850,-0.009641,-0.028245,-1.899725,0,0.029845,0,2.000000,0.111781,0.016331,0
154,61,Truck,28.424739,-27.928834,-7.664650,1.311540,-1.376786,-0.809664,0,1.901494,0,5.000000,8.548596,1.848361,1
155,3,Car,14.894935,30.252972,1.948131,0.236858,-0.073026,-0.299064,1,0.247859,0,2.000000,1.647415,0.000001,0
155,4,Car,31.102490,-28.445861,-3.051522,0.134373,-0.157064,-0.863100,1,0.206701,0,4.000000,2.298817,0.006939,0
155,8,Car,40.157903,-9.173314,-0.950784,-0.016873,0.015904,2.385753,1,0.023187,0,17.000000,1.340897,0.320709,0
155,45,Car,12.408218,34.224504,-1.570796,-0.025466,-0.019178,-2.496106,1,0.031880,0,1.000000,0.111781,0.016331,0
155,69,Car,24.197542,-26.780641,-1.570796,-0.365913,1.316149,1.841966,1,1.366068,0,1.000000,2.444571,0.747812,0
155,61,Truck,28.555893,-28.066513,-7.664650,1.311540,-1.376786,-0.809664,0,1.901494,0,5.000000,8.548596,1.848361,1
155,75,Car,10.630110,27.806971,-1.570796,0.000000,0.000000,,0,0.000000,0,1.000000,0.000000,1.900000,0
156,3,Car,14.878083,30.308460,-4.957274,0.191885,-0.003367,-0.017544,1,0.191915,0,5.000000,1.623543,0.350019,0
156,8,Car,40.164222,-9.168148,-0.980437,-0.007935,0.019895,1.950329,1,0.021419,0,16.000000,1.389801,0.258453,0
156,45,Car,12.409345,34.223641,-1.762514,-0.021881,-0.018149,-2.449145,1,0.028428,0,2.000000,0.113092,0.016331,0
156,61,Truck,28.291158,-28.575612,-7.858216,0.905683,-1.757559,-1.094978,1,1.977188,0,9.000000,10.989562,0.655931,1
156,75,Car,10.797075,27.475807,-8.442450,0.221803,-0.439929,-1.103812,1,0.492681,0,2.000000,0.403973,0.000000,0
156,69,Car,24.197742,-27.877923,-0.834804,0.029603,1.714989,1.553537,0,1.715245,0,4.000000,2.444571,0.747812,0
156,4,Car,31.115927,-28.461568,-3.051522,0.134373,-0.157064,-0.863100,0,0.206701,0,4.000000,2.298817,0.006939,0
157,3,Car,14.846541,30.280197,-5.539613,0.135929,-0.034170,-0.246278,1,0.140158,0,5.000000,0.575403,0.209939,0
157,8,Car,40.164113,-9.165068,-0.958267,-0.007171,0.021113,1.898228,1,0.022298,0,19.000000,1.464294,0.357424,0
157,69,Truck,26.984425,-28.413743,-1.570796,1.638964,-0.400948,-0.239923,1,1.687294,0,10.000000,8.997519,1.137038,1
157,4,Car,31.129364,-28.477274,-3.051522,0.134373,-0.157064,-0.863100,0,0.206701,0,4.000000,2.298817,0.006939,0
157,45,Car,12.407157,34.221826,-1.762514,-0.021881,-0.018149,-2.449145,0,0.028428,0,2.000000,0.113092,0.016331,0
158,3,Car,14.840023,30.271614,-5.527164,0.113807,-0.039853,-0.336834,1,0.120583,0,2.000000,0.555822,0.209939,0
158,4,Car,31.139366,-28.601884,-2.953232,0.131024,-0.263232,-1.108950,1,0.294038,0,2.000000,1.953228,0.006939,0
158,8,Car,40.165969,-9.166266,-0.860484,-0.004299,0.017418,1.812772,1,0.017941,0,18.000000,1.318480,0.208183,0
158,45,Car,12.414555,34.191553,-1.570796,-0.012468,-0.046092,-1.834977,1,0.047749,0,1.000000,0.113092,0.016331,0
158,69,Truck,27.252422,-28.221911,-1.570796,1.769862,-0.109321,-0.061689,1,1.773235,0,1.000000,8.997519,1.137038,1
158,76,Car,24.471201,-26.872427,-1.263790,0.000000,0.000000,,1,0.000000,0,4.000000,0.758647,0.196987,0
159,3,Car,14.831672,30.280128,-5.185868,0.092116,-0.026113,-0.276228,1,0.095746,0,5.000000,1.008011,0.205552,0
159,4,Car,31.097525,-28.425328,-3.141593,0.077664,-0.066200,-0.705877,1,0.102050,0,1.000000,1.953228,0.006939,0
159,8,Car,40.156620,-9.172835,-0.953590,-0.014255,0.008141,2.622683,1,0.016416,0,15.000000,1.242659,0.233057,0
159,76,Car,24.339851,-27.598150,-7.838500,-0.108685,-0.600497,-1.749850,1,0.610254,0,8.000000,2.424726,0.448874,0
